emiten,tanggal,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares
UNIC.JK,2021-12-31,,,73861914,8862499.0,58219737,20545496,93961266,73209078,73209078,206692.0,-284277,,,,15809197,371080905,297871827,277119639,652836,,58052717,58219737
UNIC.JK,2020-12-31,,,38453089,8382180.0,27703452,19102681,55446614,35713393,35713393,630540.0,-197368,,,,11158268,324957368,289243975,269510754,2739696,,27294821,27703452
UNIC.JK,2019-12-31,,,13831527,8929718.0,12212707,18116008,33923330,15481974,15481974,325348.0,-1373800,,,,2443198,322098564,306616590,288175234,-1650447,,11388329,12212707
UNIC.JK,2018-12-31,,,28215810,8943416.0,17717226,17618838,32548972,14727927,14727927,202207.0,-2097778,,,,10935180,350397369,335669442,317848397,13487883,,17280630,17717226
CLEO.JK,2021-12-31,,,230343242053,,180711667020,192924817630,455625968395,261608182455,261608182455,1092968310.0,-13523533819,,,,49631575033,1103519743574,841911561119,647893775179,-31264940402,,180711667020,180711667020
CLEO.JK,2020-12-31,,,168964556985,,132772234495,189372116063,403453216060,213024104210,213024104210,1056995787.0,-25247847586,,,,36192322490,972634784176,759610679966,569181568116,-44059547225,,132772234495,132772234495
CLEO.JK,2019-12-31,,,172667589552,,130756566406,178242403372,385466432726,205768914930,205768914930,1455114424.0,-14564459528,,,,41911127844,1084912780290,879143865360,699446347564,-33101325378,,130756461708,130756566406
CLEO.JK,2018-12-31,,,81834159473,583406.0,63262127839,154329100953,263513889731,108042128872,108042128872,1142659906.0,-22163045575,,,,18572406999,831104026853,723061897981,567590137122,-26207969399,,63261752474,63262127839
BOGA.JK,2021-12-31,,,37471580135,121529664.0,27497597310,35296806149,63239789525,27942983376,27942983376,,-2898577244,,,,9948655962,556343297730,528400314354,493103508205,9528596759,,27522924173,27497597310
BOGA.JK,2020-12-31,,,15784634474,96202801.0,9743363290,29352530403,35676247553,6323717150,6323717150,,-5913913850,,,,6036414462,478025803002,471702085852,442349555449,9460917324,,9748220012,9743363290
BOGA.JK,2019-12-31,,,17651441119,91346079.0,9814928852,30397414848,48386163614,17988748766,17988748766,,-7137103633,,,,7822924680,790812109230,772823360464,742425945616,-337307647,,9828516439,9814928852
BOGA.JK,2018-12-31,,,18985636053,77758492.0,11658981248,25548142242,46527657940,24176251562,24176251562,-3196735864.0,-5190615509,,,,7304354911,692194495232,668018243670,645666837292,-5190615509,,11681281142,11658981248
DSNG.JK,2021-12-31,,,965884000000,125126000000.0,727153000000,690629000000,2087344000000,1417906000000,1417906000000,-10256000000.0,-413234000000,,,,226235000000,7124495000000,5706589000000,5037151000000,-452022000000,,739649000000,727153000000
DSNG.JK,2020-12-31,,,695296000000,109008000000.0,476637000000,670469000000,1752443000000,1030912000000,1030912000000,49936000000.0,-503805000000,,,,217125000000,6698918000000,5668006000000,4946475000000,-335616000000,,478171000000,476637000000
DSNG.JK,2019-12-31,,,280084000000,85348000000.0,179940000000,719258000000,1462406000000,754152000000,754152000000,-11004000000.0,-537577000000,,,,101920000000,5736684000000,4982532000000,4274278000000,-474068000000,,178164000000,179940000000
DSNG.JK,2018-12-31,,,611264000000,87773000000.0,420502000000,590291000000,1491554000000,908670000000,908670000000,-7407000000.0,-312467000000,,,,178847000000,4761805000000,3853135000000,3270251000000,-297406000000,-5172000000.0,432417000000,420502000000
IPTV.JK,2021-12-31,,,217756000000,179003000000.0,198660000000,374755000000,861623000000,486868000000,486868000000,,-218361000000,,,,25288000000,3741668000000,3254800000000,2880045000000,-269112000000,,192468000000,198660000000
IPTV.JK,2020-12-31,,,290700000000,205360000000.0,229987000000,351685000000,903361000000,551676000000,551676000000,,-187173000000,,,,50332000000,3685291000000,3133615000000,2781930000000,-260976000000,,240368000000,229987000000
IPTV.JK,2019-12-31,,,323366000000,167542000000.0,312346000000,347137000000,783927000000,436790000000,436790000000,,-229298000000,,,,-2819000000,3524913000000,3088123000000,2740986000000,-113424000000,,326185000000,312346000000
IPTV.JK,2018-12-31,,,-112286000000,40061000000.0,-46988000000,328380000000,659699000000,331319000000,331319000000,,-191076000000,,,,-43155000000,3227280000000,2895961000000,2567581000000,-443605000000,,-69131000000,-46988000000
BUMI.JK,2021-12-31,,,291061679,1127106626.0,168018153,77876631,201736646,123860015,123860015,,-213266427,,,,67684665,1008212975,884352960,806476329,167201664,,223377014,168018153
BUMI.JK,2020-12-31,,,-322439419,731450969.0,-338023994,54594288,91508745,-76886902,-76886902,3777875.0,-222509876,,,,14911550,790436397,867323299,698927652,-245552517,,-337350969,-338023994
BUMI.JK,2019-12-31,,,-19016097,641373274.0,6840034,64679738,104822464,-103345806,-103345806,3186797.0,-147287546,,,,-28486579,1112566618,1215912424,1007744154,84329709,,9470482,6840034
BUMI.JK,2018-12-31,,,166829576,700995186.0,220411771,72039354,110677256,75920023,75920023,1244612.0,-155529931,,,,8611227,1111820412,1035900389,1001143156,90909553,,158218349,220411771
BHAT.JK,2021-12-31,,,9288319191,3662624320.0,9305640324,27600958612,36886636547,9285677935,9285677935,,-14001300,,,,-158322055,119310017896,110024339961,82423381349,2641256,,9446641246,9305640324
BHAT.JK,2020-12-31,,,11616473938,3414246521.0,11524962822,25937518758,39785997671,12303399863,12303399863,1545079050.0,-27012540,,,,-149613277,94817427201,82514027338,55031429530,-686925925,,11766087215,11524962822
BHAT.JK,2019-12-31,,,2759451948,3213454223.0,2870759989,24461948875,27229648116,2767699241,2767699241,1545079050.0,-5652819,,,,-166344448,64631431864,61863732623,37401783748,-8247293,,2925796396,2870759989
BHAT.JK,2018-12-31,,,982380955,3127570976.0,989290255,19398128345,20386531577,988403232,988403232,1545079050.0,-5507491,,,,-28638076,50629454077,49641050845,30242922500,-6022277,,1011019031,989290255
IFSH.JK,2021-12-31,,,204988955836,154042134.0,169518270736,333267504777,432956014058,87099191815,87099191815,12589317466,-6720386689,,,,45912013209,906259459175,819160267360,473303445117,117889764021,,159076942627,169518270736
IFSH.JK,2020-12-31,,,43709603309,-15960709808.0,31935192392,175423064539,200012643465,11898633454,11898633454,12690945472,-10356063586,,,,20228246227,396573481850,384674848396,196560838385,31810969855,,23481357082,31935192392
IFSH.JK,2019-12-31,,,131557551953,-7545768387.0,111790475821,341562574514,484906512033,137555571940,137555571940,5788365579,-10940718938,,,,33833246209,1085328207907,947772635967,600421695874,-5998019987,,97724305744,111790475821
IFSH.JK,2018-12-31,,,37813462267,6527956129.0,39425487426,143767429711,230213726772,50720321089,50720321089,35725975972,-8097183831,,,,5694037440,506108873080,455388551991,275895146308,-12906858822,,32119424827,39425487426
BRAM.JK,2021-12-31,,,35813291,13184532.0,24973072,16530298,47280829,30916320,30916320,-165789,-836541,,,,9374490,259766696,228850376,212485867,4896971,,26438801,24973072
BRAM.JK,2020-12-31,,,-4262413,15040343.0,-3895537,10021235,11365805,-3809177,-3809177,5153747,-963208,,,,-216996,168492294,172301471,157126489,-453236,,-4045417,-3895537
BRAM.JK,2019-12-31,,,20538844,16690778.0,13502969,11716452,30512983,19434051,19434051,-637520,-1222871,,,,5956151,245619303,226185252,215106320,1104793,,14582693,13502969
BRAM.JK,2018-12-31,,,27097002,16295134.0,16971417,13085752,40645047,28191720,28191720,-632425,-2072602,,,,7719952,264440260,236248540,223795213,-1094718,,19377050,16971417
WOOD.JK,2021-12-31,,,696230312981,10606808304.0,536608966841,944667545946,1914162267130,960953021507,960953021507,8541699677,-255031707600,,,,160934700346,5416331556250,4455378534743,3502169289120,-264722708526,,535295612635,536608966841
WOOD.JK,2020-12-31,,,410398657373,10246341110.0,313966074213,308408077876,983772716094,664220594434,664220594434,11144043784,-234191487322,,,,96032605001,2929365354072,2265144759638,1945592637978,-253821937061,,314366052372,313966074213
WOOD.JK,2019-12-31,,,283706555804,9069583016.0,217472643797,247889172083,743942019666,490269299638,490269299638,5783547945,-219446696510,,,,65642242762,2136286045964,1646016746326,1392344026298,-206562743834,,218064313042,217472643797
WOOD.JK,2018-12-31,,,324612407710,10260274523.0,239266426284,258523065714,737599910823,473426924586,473426924586,5649920523,-156112460131,,,,82602301461,2101477235890,1628050311304,1363877325067,-148814516876,,242010106249,239266426284
BABP.JK,2021-12-31,,,22547000000,,12868000000,437248000000,500375000000,0,25382000000,37745000000,,,,,9679000000,505120000000,479738000000,4745000000,-2835000000,,12868000000,12868000000
BABP.JK,2020-12-31,,,15954000000,,10414000000,457048000000,516506000000,0,22805000000,36653000000,,,,,5540000000,520942000000,498137000000,4436000000,-6851000000,,10414000000,10414000000
BABP.JK,2019-12-31,,,30339000000,,20433000000,456668000000,558205000000,0,64647000000,36890000000,,,,,9906000000,563930000000,499283000000,5725000000,-34308000000,,20433000000,20433000000
BABP.JK,2018-12-31,,,79400000000,,57021000000,467076000000,586830000000,0,80744000000,39010000000,,,,,22379000000,591482000000,510738000000,4652000000,-1344000000,,57021000000,57021000000
MPMX.JK,2021-12-31,,,534237000000,49000000,411735000000,812546000000,1167878000000,445937000000,445937000000,-90605000000,-56181000000,,,,110403000000,12908103000000,12462166000000,11740225000000,88300000000,-12086000000,423834000000,411735000000
MPMX.JK,2020-12-31,,,283464000000,49000000,118331000000,777325000000,1024755000000,312902000000,312902000000,-65472000000,-62175000000,,,,93039000000,11181671000000,10868769000000,10156916000000,-29438000000,-56853000000,190425000000,118331000000
MPMX.JK,2019-12-31,,,733673000000,179115000000,433065000000,882189000000,1373065000000,591121000000,591121000000,-100245000000,-29081000000,,,,189629000000,16560129000000,15969008000000,15187064000000,142552000000,-77796000000,544044000000,433065000000
MPMX.JK,2018-12-31,,,225502000000,145235000000,3660250000000,917699000000,1126008000000,346322000000,346322000000,-138013000000,-458994000000,,,,178771000000,15893585000000,15547263000000,14767577000000,-120820000000,3655104000000,46731000000,3660250000000
BHIT.JK,2021-12-31,,,3068632000000,20414100000000,647562000000,3515709000000,8546441000000,4566153000000,4566153000000,,-970613000000,,,,614724000000,17325614000000,12759461000000,8779173000000,-1497521000000,,2453908000000,647562000000
BHIT.JK,2020-12-31,,,2187197000000,16828153000000,150954000000,3211061000000,7234502000000,3634449000000,3634449000000,,-1123520000000,,,,661308000000,14795285000000,11160836000000,7560783000000,-1447252000000,,1525889000000,150954000000
BHIT.JK,2019-12-31,,,2713548000000,15158027000000,430814000000,3298311000000,7764004000000,4097530000000,4097530000000,,-1474871000000,,,,625725000000,15967376000000,11869846000000,8203372000000,-1383982000000,,2087823000000,430814000000
BHIT.JK,2018-12-31,,,1522284000000,12162569000000,86353000000,2847029000000,6977884000000,3763431000000,3763431000000,,-1328273000000,,,,577089000000,14725851000000,10962420000000,7747967000000,-2241147000000,,945195000000,86353000000
ABDA.JK,2021-12-31,,,191816390000,63836000,157363230000,284745743000,472277187000,187282444000,187282444000,249000000,,,,,34465321000,772860557000,585578113000,300583370000,4533946000,,157351069000,157363230000
ABDA.JK,2020-12-31,,,184381335000,75896000,138203753000,323699593000,523836159000,200064566000,200064566000,72000000,,,,,46191048000,919101685000,719037119000,395265526000,-15683231000,,138190287000,138203753000
ABDA.JK,2019-12-31,,,108601446000,90043000,87523919000,329115512000,437148065000,107946553000,107946553000,86000000,,,,,21077104000,1093766568000,985820015000,656618503000,654893000,,87524342000,87523919000
ABDA.JK,2018-12-31,,,74793221000,89512000,69109403000,400938093000,474427191000,72892098000,72892098000,597000000,,,,,5682828000,1239402512000,1166510414000,764975321000,1901123000,,69110393000,69109403000
MARK.JK,2021-12-31,,,505578068397,2760341948,392150710841,90932545739,605982133827,515049588088,515049588088,,-6300752294,,,,113428935143,1193506756539,678457168451,587524622712,-9471519691,,392149133254,392150710841
MARK.JK,2020-12-31,,,186691686387,2762177407,144026946166,52803618954,236348487857,183544868903,183544868903,,-4331714951,,,,42496995435,565439688892,381894819989,329091201035,3146817484,,144194690952,144026946166
MARK.JK,2019-12-31,,,118687394020,2762177407,88002544535,33138030709,156224231030,123086200321,123086200321,,-3644086176,,,,30684849485,361544998431,238458798110,205320767401,-4398806301,,88002544535,88002544535
MARK.JK,2018-12-31,,,111210294119,2762177407,81905439662,34403505221,144923271123,110490434339,110490434339,29331563.0,-1381120112,,,,29304854457,325472602675,214982168336,180549331552,719859780,,81905439662,70505438732
MLPL.JK,2021-12-31,,,164267000000,653035000000,201258000000,1221763000000,1808694000000,-35677000000,-35677000000,25233000000,-612075000000,,,,138277000000,10310153000000,10345830000000,8501459000000,199944000000,,25990000000,201258000000
MLPL.JK,2020-12-31,,,-775332000000,595576000000,-793095000000,1420801000000,1984394000000,-85942000000,-85942000000,23633000000,-742955000000,,,,213512000000,10277387000000,10363329000000,8292993000000,-689390000000,-692000000.0,-988844000000,-793095000000
MLPL.JK,2019-12-31,,,-538715000000,891014000000,-866094000000,2348423000000,2393960000000,-269729000000,-269729000000,24090000000,-485104000000,,,,518836000000,12322341000000,12592070000000,9928381000000,-268986000000,16008000000.0,-1057551000000,-866094000000
MLPL.JK,2018-12-31,,,-1558063000000,731252000000,-1221769000000,3306580000000,2755774000000,-537104000000,-537104000000,-13702000000,-506467000000,,,,52957000000,14982244000000,15519348000000,12226470000000,-1020959000000,-9145000000.0,-1611020000000,-1221769000000
SDRA.JK,2021-12-31,,,820650000000,,629168000000,704526000000,1525597000000,0,819706000000,1365000000,,,,,191482000000,1582370000000,762664000000,56773000000,944000000,,629168000000,629168000000
SDRA.JK,2020-12-31,,,692054000000,,536001000000,686849000000,1379374000000,0,691402000000,1123000000,,,,,156053000000,1431257000000,739855000000,51883000000,652000000,,536001000000,536001000000
SDRA.JK,2019-12-31,,,672866000000,,499791000000,641603000000,1315903000000,0,671927000000,2373000000,,,,,173075000000,1364109000000,692182000000,48206000000,939000000,,499791000000,499791000000
SDRA.JK,2018-12-31,,,734723000000,,537971000000,660473000000,1393625000000,0,729736000000,3416000000,,,,,196752000000,1434075000000,704339000000,40450000000,4987000000,,537971000000,537971000000
PSGO.JK,2021-12-31,,,226273966609,272001310,213841990546,127056203609,448326052416,369761780001,369761780001,-48491931194,-144433154801,,,,12432006789,1766254650794,1396492870793,1317928598378,-143487813392,,213841959820,213841990546
PSGO.JK,2020-12-31,,,35352771504,512031688,26500848572,133574443771,292136379281,176887981129,176887981129,-18326045619,-144268402119,,,,8852137136,930503571803,753615590674,638367192522,-141535209625,,26500634368,26500848572
PSGO.JK,2019-12-31,,,-175183436840,512244371,-160987771716,154132067286,137281645423,-44361296957,-44361296957,27510875094,-135476508924,,,,-14195817388,728562875731,772924172688,591281230308,-130822139883,,-160987619452,-160987771716
PSGO.JK,2018-12-31,,,-117902488577,31162027180,-176438855201,138209983449,168983016520,31561600889,31561600889,-788567818,-86969675645,,,,65253571957,689687909455,658126308566,520704892935,-149464089466,,-183156060534,-176438855201
RALS.JK,2021-12-31,,,191611000000,,170575000000,1149685000000,1083868000000,-8093000000,-8093000000,-57724000000,-29006000000,,,,21036000000,2592682000000,2600775000000,1508814000000,199704000000,,170575000000,170575000000
RALS.JK,2020-12-31,,,-181445000000,,-138874000000,1233203000000,937161000000,-253074000000,-253074000000,-42968000000,-35627000000,,,,-42571000000,2527951000000,2781025000000,1590790000000,71629000000,,-138874000000,-138874000000
RALS.JK,2019-12-31,,,733161000000,,647898000000,1703239000000,2274721000000,543638000000,543638000000,27844000000,-35627000000,,,,85263000000,5596398000000,5052760000000,3321677000000,189523000000,,647898000000,647898000000
RALS.JK,2018-12-31,,,717172000000,,587105000000,1722276000000,2330098000000,580330000000,580330000000,27492000000,-35627000000,,,,130067000000,5739553000000,5159223000000,3409455000000,136842000000,,587105000000,587105000000
AGII.JK,2021-12-31,,,275898000000,59865000000,204183000000,610815000000,1180887000000,566701000000,566701000000,3371000000,-360217000000,,,,64413000000,2738813000000,2172112000000,1557926000000,-290803000000,,211485000000,204183000000
AGII.JK,2020-12-31,,,96179000000,56531000000,96412000000,529808000000,890077000000,356115000000,356115000000,4154000000,-355724000000,,,,-3683000000,2188179000000,1832064000000,1298102000000,-259936000000,,99862000000,96412000000
AGII.JK,2019-12-31,,,138137000000,58517000000,100971000000,564790000000,962263000000,391563000000,391563000000,5910000000,-332058000000,,,,34706000000,2203617000000,1812054000000,1241354000000,-253426000000,,103431000000,100971000000
AGII.JK,2018-12-31,,,147639000000,60760000000,99732000000,523708000000,910319000000,382557000000,382557000000,4054000000,-295098000000,,,,33265000000,2073258000000,1690701000000,1162939000000,-234918000000,,114374000000,99732000000
AMOR.JK,2021-06-30,,,125757976356,,99619293580,10056130868,141245597843,116375633140,116375633140,10261862337,-1301516320,,,,26138682776,335381828544,219006195404,194136230701,9382343216,,99619293580,99619293580
AMOR.JK,2020-06-30,,,104197733565,,79566793815,10768316628,118165223044,96797029073,96797029073,8956959133,-11370767,,,,24630939750,279622967425,182825938352,161457744381,7400704492,,79566793815,79566793815
AMOR.JK,2019-06-30,,,114959376937,,86502946437,10836890122,133677992006,112924587296,112924587296,9097541257,-11370767,,,,28456430500,308887226797,195962639501,175209234791,2034789641,,86502946437,86502946437
AMOR.JK,2018-06-30,,,88196689215,,66844664965,8610430053,99755035869,84357087442,84357087442,6670451397,-11370767,,,,21352024250,244142065963,159784978521,144387030094,3839601773,,66844664965,66844664965
MBAP.JK,2021-12-31,,,129162264,591,100566283,40547022,167793565,128651917,128651917,-1405374,-683169,,,,28595885,309840126,181188209,142046561,510347,,100566379,100566283
MBAP.JK,2020-12-31,,,37897973,494,27467417,32116613,66989064,36503964,36503964,-1631513,-1214511,,,,10430487,201207287,164703323,134218223,1394009,,27467486,27467417
MBAP.JK,2019-12-31,,,48780501,426,35287482,42242362,91420748,48399231,48399231,779155,-571229,,,,13492944,260849803,212450572,169429055,381270,,35287557,35287482
MBAP.JK,2018-12-31,,,67621314,351,50310669,34144011,102452757,67187529,67187529,1121217,-443851,,,,17310612,258138029,190950500,155685272,433785,,50310702,50310669
MASB.JK,2021-12-31,,,272354121974,,213129172158,271091953177,544477489648,0,272907236312,478300159,,,,,59224949816,565168465952,292261229640,20690976304,-553114338,,213129172158,213129172158
MASB.JK,2020-12-31,,,159218340679,,108191656140,248915459154,415929629611,0,166522658721,491511736,,,,,51026684539,426007676753,259485018032,10078047142,-7304318042,,108191656140,108191656140
WMPP.JK,2021-12-31,,,398711357865,312848277042,247352442892,185697883159,817245022363,577348059578,577348059578,7712010828,-189544027717,,,,96876673296,6234855968339,5657507908761,5417610945976,-178636701713,,301834684569,247352442892
WMPP.JK,2020-12-31,,,125878495743,129206009122,72774259621,146210140369,435756282835,250660198848,250660198848,9567328944,-116736401699,,,,44441254330,3031488092499,2780827893651,2595731809664,-124781703105,,81437241413,72774259621
WMPP.JK,2019-12-31,,,145799673979,135670455150,95942022251,122010368234,340052468396,180414030523,180414030523,6382015703,-53393335977,,,,43674690523,2794796795475,2614382764952,2454744327079,-34614356544,,102124983456,95942022251
WMPP.JK,2018-12-31,,,113578123897,117482457999,71110391143,122668905166,358528528480,198365765113,198365765113,8003627157,-55712812664,,,,38357063879,2895950265591,2697584500478,2537421737111,-84787641216,,75221060018,71110391143
MSKY.JK,2021-12-31,,,-231920000000,3628000000,-181852000000,66884000000,19420000000,-159874000000,-159874000000,112410000000,-54525000000,,,,-50272000000,1460559000000,1620433000000,1441139000000,-72046000000,,-181648000000,-181852000000
MSKY.JK,2020-12-31,,,-219477000000,2588000000,-200088000000,89262000000,79914000000,-102213000000,-102213000000,92865000000,-77396000000,,,,-18859000000,2015371000000,2117584000000,1935457000000,-117264000000,,-200618000000,-200088000000
MSKY.JK,2019-12-31,,,-121679000000,1000000,-75323000000,97459000000,125980000000,28521000000,28521000000,92865000000,-130179000000,,,,-46356000000,2452679000000,2424158000000,2326699000000,-150200000000,,-75323000000,-75323000000
MSKY.JK,2018-12-31,,,-298389000000,1000000,-228114000000,118423000000,147444000000,29021000000,29021000000,92865000000,-191076000000,,,,-70275000000,2583238000000,2554217000000,2435794000000,-327410000000,,-228114000000,-228114000000
MCOR.JK,2021-12-31,,,104014000000,,79392000000,495701000000,605090000000,0,109389000000,,,,,,24622000000,610309000000,500920000000,5219000000,-5375000000,,79392000000,79392000000
MCOR.JK,2020-12-31,,,63703000000,,49979000000,508563000000,565619000000,0,57056000000,,,,,,13724000000,571393000000,514337000000,5774000000,6647000000,,49979000000,49979000000
MCOR.JK,2019-12-31,,,112336000000,,78967000000,485092000000,603073000000,0,117981000000,,,,,,33369000000,611604000000,493623000000,8531000000,-5645000000,,78967000000,78967000000
MCOR.JK,2018-12-31,,,135618000000,,89860000000,461869000000,590436000000,0,128567000000,,,,,,45758000000,598971000000,470404000000,8535000000,7051000000,,89860000000,89860000000
DNAR.JK,2021-12-31,,,25828366659,,17460307203,225591300936,252233613648,0,25364778001,1277534711,,,,,8368059456,270470178342,245105400341,18236564694,463588658,,17460307203,17460307203
DNAR.JK,2020-12-31,,,18421693878,,7875055863,210379346117,233174813171,0,19828881953,2966585101,,,,,10546638015,249328935623,229500053670,16154122452,-1407188075,,7875055863,7875055863
DNAR.JK,2019-12-31,,,-12045274357,,-16922035161,203582991205,199228225473,0,-8770816408,4416050676,,,,,4876760804,214358607215,223129423623,15130381742,-3274457949,,-16922035161,-16922035161
DNAR.JK,2018-12-31,,,29384110490,,26027552022,185652809270,196285584727,0,10195834702,436940755,,,,,3356558468,210202455756,200006621054,13916871029,19188275788,,26027552022,19810063385
TBLA.JK,2021-12-31,,,1022870000000,8026000000,794719000000,814333000000,3113526000000,1921978000000,1921978000000,377215000000,-838873000000,,,,230954000000,15972216000000,14050238000000,12858690000000,-899108000000,,791916000000,794719000000
TBLA.JK,2020-12-31,,,901334000000,10809000000,678029000000,735508000000,2631626000000,1767214000000,1767214000000,128904000000,-827293000000,,,,220604000000,10863256000000,9096042000000,8231630000000,-865880000000,,680730000000,678029000000
TBLA.JK,2019-12-31,,,905158000000,9608000000,662827000000,659439000000,2234862000000,1555879000000,1555879000000,19544000000,-694349000000,,,,244124000000,8533183000000,6977304000000,6298321000000,-650721000000,,661034000000,662827000000
TBLA.JK,2018-12-31,,,1043045000000,19944000000,757740000000,544835000000,2381988000000,1780404000000,1780404000000,56749000000,-676514000000,,,,278665000000,8614889000000,6834485000000,6232901000000,-737359000000,,764380000000,757740000000
BMTR.JK,2021-12-31,,,3056846000000,10538666000000,1389130000000,2697474000000,6583291000000,3885817000000,3885817000000,,-695040000000,,,,605707000000,13976648000000,10090831000000,7393357000000,-828971000000,,2451139000000,1389130000000
BMTR.JK,2020-12-31,,,2224285000000,8548649000000,912737000000,2609824000000,5878752000000,3268928000000,3268928000000,,-818983000000,,,,423256000000,12064088000000,8795160000000,6185336000000,-1044643000000,,1801029000000,912737000000
BMTR.JK,2019-12-31,,,2907632000000,6303255000000,1403735000000,2297978000000,6317659000000,3706460000000,3706460000000,71198000000.0,-854217000000,,,,590195000000,12936503000000,9230043000000,6618844000000,-798828000000,,2317437000000,1403735000000
BMTR.JK,2018-12-31,,,1782744000000,4804677000000,826633000000,1953306000000,5536104000000,3230922000000,3230922000000,73870000000.0,-801305000000,,,,431264000000,11695216000000,8464294000000,6159112000000,-1448178000000,,1351480000000,826633000000
UFOE.JK,2021-12-31,,,15791695560,397945928,11983914353,58612659254,71695509484,11352501473,11352501473,1730348757,-12545185110,,,,3724945603,699754460946,688401959473,628058951462,4439194087,,12066749957,11983914353
UFOE.JK,2020-12-31,,,11860698209,125027052,9389201826,43408067445,63420133259,19535502792,19535502792,476563022,-9040059681,,,,2415569668,695490107908,675954605116,632069974649,-7674804583,,9445128541,9389201826
UFOE.JK,2019-12-31,,,6844496435,77551777,5258481889,33715762583,48590725750,14181991739,14181991739,692971428,-8312363805,,,,1567852985,630225656438,616043664699,581634930688,-7337495304,,5276643450,5258481889
UFOE.JK,2018-12-31,,,4825516512,77551777,3433628829,27818738700,42045307257,14424275272,14424275272,-197706715,-8878814517,,,,1391887683,593174550805,578750275533,551129243548,-9598758760,,3433628829,3433628829
