maxAge,endDate,netIncome,depreciation,changeToNetincome,changeToLiabilities,totalCashFromOperatingActivities,capitalExpenditures,investments,otherCashflowsFromInvestingActivities,totalCashflowsFromInvestingActivities,netBorrowings,otherCashflowsFromFinancingActivities,totalCashFromFinancingActivities,changeInCash,dividendsPaid,type,kode,effectOfExchangeRate,repurchaseOfStock,issuanceOfStock,changeToOperatingActivities
1,2018-12-31,1501973077232,523507773956,-1309352848543,0,716128002645,-918212645895.0,-1108256402754.0,251481727867.0,-3705687063463.0,2494125475173.0,5743395902.0,2209239320761.0,-736067389310,-290629550314.0,A,PTPP.JK,44252350747.0,-22442975701.0,,
1,2022-06-30,58787811704,167416842586,-1491026371387,0,-1264821717097,-51215820302.0,-198029295678.0,93831787362.0,-534620641220.0,2262559247753.0,26416981667.0,2288976229420.0,482671353554,,Q,PTPP.JK,-6862517547.0,,,
1,2022-03-31,28175810014,157821433771,-889685406934,0,-703688163149,-91171348884.0,189369155594.0,-132805095048.0,-411724401710.0,-641574236112.0,62576792573.0,-578997443539.0,-1696255552645,,Q,PTPP.JK,-1845544248.0,,,
1,2021-12-31,136560405893,143963103860,1206074980897,0,1486598490650,-11611727670.0,148028539006.0,105332633262.0,-626655933719.0,569710586918.0,-5830463565.0,563880123353.0,1426158226227,,Q,PTPP.JK,2335545943.0,,,
1,2021-09-30,43375937190,138824772444,-52883866712,0,129316842922,-197493379596.0,-89169836331.0,-117517645088.0,-861870506214.0,562806187475.0,16219097529.0,579025285004.0,-159827497139,,Q,PTPP.JK,-6299118851.0,,,
1,2021-12-31,1347464222000,248122068000,-270785747000,0,1324800543000,-234423584000.0,-14893017000.0,1628742000.0,-255730201000.0,-715097734000.0,2212240857000.0,1450004491000.0,2554300310000,,A,SCMA.JK,12739525000.0,-47138632000.0,,
1,2020-12-31,1148342286000,241002848000,455208619000,0,1844553753000,-189177930000.0,-5732465000.0,1628742000.0,-228209548000.0,1300809857000.0,-991524000.0,-1491737915000.0,133336854000,,A,SCMA.JK,2757534000.0,-2791556248000.0,,
1,2019-12-31,1070166566000,176627584000,-53708228000,0,1193085922000,-595037183000.0,-164740964000.0,52583554000.0,-1102474720000.0,-5461630000.0,-1777328000.0,-541315280000.0,-448963162000,-820266658000.0,A,SCMA.JK,1740916000.0,-73809662000.0,359999998000.0,
1,2018-12-31,1484762240000,164582275000,22381099000,0,1671725614000,-293706124000.0,-7838357000.0,52583554000.0,-132706683000.0,-50056820000.0,-633760000.0,-854865787000.0,748749335000,-804175207000.0,A,SCMA.JK,-1691936000.0,-73809662000.0,359999998000.0,
1,2022-06-30,331596351000,52540162000,-491135835000,0,-106999322000,-65679352000.0,-754044591000.0,,-818520545000.0,-558861000.0,656192952000.0,655634091000.0,-253141399000,,Q,SCMA.JK,16744377000.0,,,
1,2022-03-31,284843148000,50737610000,-661238412000,0,-325657654000,-84488806000.0,-225884105000.0,1016172000.0,-309377215000.0,-62066556000.0,-777300000.0,-62843856000.0,-690342173000,,Q,SCMA.JK,7536552000.0,,,
1,2021-12-31,283499093000,111102186000,-151685725000,0,242915554000,-90939676000.0,-69751479000.0,1238742000.0,-167900521000.0,199785246000.0,2214376871000.0,2382626516000.0,2466972620000,,Q,SCMA.JK,14581946000.0,-31535601000.0,,
1,2021-09-30,336580750000,47330780000,64653052000,0,448564582000,-51685515000.0,2479721000.0,1238742000.0,-49724361000.0,-364082633000.0,-9100000.0,-370526520000.0,27780152000,,Q,SCMA.JK,-533549000.0,-6434787000.0,,
1,2021-12-31,2021190000000,3249572000000,1416751000000,0,6688789000000,-1711922000000.0,-253985000000.0,-4010000000.0,-1789177000000.0,-7333035000000.0,3089306000000.0,-5360657000000.0,-460309000000,-1116928000000.0,A,SMGR.JK,736000000.0,,,
1,2020-12-31,2792321000000,3417272000000,1005316000000,0,7221931000000,-1279575000000.0,-1036247000000.0,-3208000000.0,-2251194000000.0,-5749398000000.0,-15257000000.0,-6003870000000.0,-1019850000000,-239215000000.0,A,SMGR.JK,13283000000.0,,,
1,2019-12-31,2392151000000,2508079000000,702326000000,0,5608931000000,-1639080000000.0,-59394000000.0,-4755000000.0,-17160548000000.0,11789800000000.0,-273302000000.0,10284852000000.0,-1295283000000,-1231646000000.0,A,SMGR.JK,-28518000000.0,,,
1,2018-12-31,3079115000000,1695339000000,-315841000000,0,4459340000000,-1790173000000.0,-59394000000.0,-2599000000.0,-1789031000000.0,-235228000000.0,-21432000000.0,-1062338000000.0,1607971000000,-805678000000.0,A,SMGR.JK,-28518000000.0,,,
1,2022-03-31,498566000000,781963000000,-789775000000,0,495629000000,-281967000000.0,26000000000.0,-6503000000.0,-260783000000.0,-162380000000.0,,-162380000000.0,74510000000,,Q,SMGR.JK,2044000000.0,,,
1,2021-12-31,633483000000,856727000000,950858000000,0,2441346000000,-687151000000.0,-1297565000000.0,-4010000000.0,-1818908000000.0,-1677013000000.0,-13114000000.0,-1690127000000.0,-1068871000000,,Q,SMGR.JK,-1182000000.0,,,
1,2021-09-30,593585000000,851629000000,437991000000,0,1883500000000,-430959000000.0,2044000000.0,1113000000.0,-426396000000.0,-3528677000000.0,3121698000000.0,-406979000000.0,1038746000000,,Q,SMGR.JK,-11379000000.0,,,
1,2021-06-30,343759000000,740805000000,-466047000000,0,618247000000,-294873000000.0,1049999000000.0,-149000000.0,756941000000.0,-1540950000000.0,-19278000000.0,-2677156000000.0,-1304243000000,-1116928000000.0,Q,SMGR.JK,-2275000000.0,,,
1,2021-12-31,-1081338372,80757571,554385429,0,-446195372,,,,4525270.0,338266868.0,,338266868.0,-108066395,,A,SRIL.JK,-4663161.0,,,
1,2020-12-31,85325108,69636599,-285037217,0,-130075510,-74378686.0,,,-70398520.0,148688954.0,,147217680.0,-51552988,-1471274.0,A,SRIL.JK,1703362.0,,,
1,2019-12-31,87652548,41698312,-128040492,0,1310368,-50244684.0,,,-50240825.0,93379322.0,,89142285.0,40285647,-4237037.0,A,SRIL.JK,73819.0,,,
1,2018-12-31,84556033,51963115,-72010418,0,64508730,-37178924.0,,5000000.0,-115439555.0,64382744.0,-562214.0,51743661.0,841236,-12076869.0,A,SRIL.JK,28400.0,,,
1,2022-06-30,-21232025,19944723,2459383,0,1172081,-5974781.0,,,-5974781.0,,,,-4586863,,Q,SRIL.JK,215837.0,,,
1,2022-03-31,-38978929,20189393,20385505,0,1595969,-5974781.0,,,-5974781.0,,,,1836260,,Q,SRIL.JK,240291.0,,,
1,2021-12-31,-156831503,31443410,132284964,0,6896871,-5974781.0,,,-1050940.0,168925.0,,168925.0,-822733,,Q,SRIL.JK,-6837589.0,,,
1,2021-09-30,-38381955,14571902,24444188,0,634135,-5974781.0,,,-1050940.0,168925.0,,168925.0,675622,,Q,SRIL.JK,41487.0,,,
1,2021-12-31,1515514388000,309342886000,-710300402000,0,1114556872000,-258933798000.0,,-528873630000.0,-794614087000.0,-137154358000.0,31450000000.0,-396131828000.0,-74534298000,-290427470000.0,A,SSMS.JK,1654747000.0,,,
1,2020-12-31,576634024000,321672915000,-312293759000,0,586013180000,-214484298000.0,,-560737912000.0,-778678902000.0,-125480593000.0,17537784000.0,-107942809000.0,-294616590000,-290427470000.0,A,SSMS.JK,5991941000.0,,,
1,2019-12-31,11680187000,296516303000,-297456639000,0,10739851000,-462355654000.0,13992425000.0,-203155968000.0,-652333697000.0,612610147000.0,-116684195000.0,470064917000.0,-102177969000,-25861035000.0,A,SSMS.JK,69350960000.0,,,
1,2018-12-31,86203451000,263019583000,-27510425000,0,321712609000,-307964730000.0,-20000000000.0,-623859941000.0,-951824671000.0,926389956000.0,40941615000.0,731205397000.0,103879570000,-236126174000.0,A,SSMS.JK,2786235000.0,,,
1,2022-06-30,26034098000,78558353000,-29113575000,0,75478876000,-91593773000.0,,-1000001000.0,-86267959000.0,-48797943000.0,-47735584000.0,-859970563000.0,-840474788000,-763437036000.0,Q,SSMS.JK,30284858000.0,,,
1,2022-03-31,989659554000,77672485000,-647234574000,0,420097465000,-91183889000.0,,-49380941000.0,-147371489000.0,-81844398000.0,-47735584000.0,-81844398000.0,192536324000,-763437036000.0,Q,SSMS.JK,1654746000.0,,,
1,2021-12-31,487586560000,75500458000,-180927904000,0,382159114000,-91381326000.0,,-179506658000.0,-270693952000.0,-13975241000.0,41950000000.0,27974759000.0,113745981000,-763437036000.0,Q,SSMS.JK,-25693938000.0,,,
1,2021-09-30,331598491000,75222547000,-208397346000,0,198423692000,-56132496000.0,,-146964181000.0,-204626256000.0,-47603277000.0,5699999000.0,-41903278000.0,-22411903000,-763437036000.0,Q,SSMS.JK,25693939000.0,,,
1,2021-12-31,24760000000000,29711000000000,12054000000000,0,68353000000000,-29712000000000.0,-5593000000000.0,-309000000000.0,-37703000000000.0,-1564000000000.0,5221000000000.0,-12986000000000.0,17722000000000,-12482000000000.0,A,TLKM.JK,58000000000.0,,,
1,2020-12-31,20804000000000,27243000000000,15725000000000,0,65317000000000,-29560000000000.0,-3633000000000.0,239000000000.0,-35256000000000.0,-4713000000000.0,-7778000000000.0,-27753000000000.0,2347000000000,-11197000000000.0,A,TLKM.JK,39000000000.0,,,
1,2019-12-31,18663000000000,22013000000000,13108000000000,0,54949000000000,-35131000000000.0,415000000000.0,208000000000.0,-35791000000000.0,7541000000000.0,-9559000000000.0,-18247000000000.0,803000000000,-10819460000000.0,A,TLKM.JK,-108000000000.0,,,
1,2018-12-31,18032000000000,20180000000000,6233000000000,0,45671000000000,-31562000000000.0,-157000000000.0,-608000000000.0,-35090000000000.0,8251000000000.0,-10100000000000.0,-18458000000000.0,-7706000000000,-13287246000000.0,A,TLKM.JK,171000000000.0,,,
1,2022-06-30,7192000000000,8497000000000,125000000000,0,16327000000000,-8718000000000.0,192000000000.0,195000000000.0,-8610000000000.0,13049000000000.0,-7534000000000.0,-9341000000000.0,-1469000000000,-14856000000000.0,Q,TLKM.JK,155000000000.0,,,
1,2022-03-31,6118000000000,7479000000000,4523000000000,0,18617000000000,-7660000000000.0,-1202000000000.0,603000000000.0,-8959000000000.0,-6411000000000.0,45000000000.0,-6366000000000.0,3318000000000,-14856000000000.0,Q,TLKM.JK,26000000000.0,,,
1,2021-12-31,5888000000000,8794000000000,2137000000000,0,17381000000000,-9540000000000.0,-495000000000.0,-280000000000.0,-10911000000000.0,-2001000000000.0,16357000000000.0,14356000000000.0,20820000000000,-14856000000000.0,Q,TLKM.JK,-6000000000.0,,,
1,2021-09-30,6421000000000,7028000000000,3981000000000,0,17887000000000,-6590000000000.0,-461000000000.0,-5000000000.0,-7736000000000.0,-12592000000000.0,6000000000.0,-29229000000000.0,-19122000000000,-12482000000000.0,Q,TLKM.JK,-44000000000.0,,,
1,2021-12-31,152121000,99254000,-29521000,0,221854000,-80913000.0,-623104000.0,8183000.0,-695834000.0,228119000.0,-58830000.0,1134191000.0,660211000,-103514000.0,A,TPIA.JK,,,1068416000.0,
1,2020-12-31,51352000,101599000,235461000,0,388412000,-113865000.0,-5232000.0,6576000.0,-111604000.0,35172000.0,-53221000.0,-18049000.0,258759000,-103514000.0,A,TPIA.JK,,,1068416000.0,
1,2019-12-31,22882000,87617000,127634000,0,238133000,-385246000.0,-39740000.0,12835000.0,-411870000.0,173395000.0,-33929000.0,107181000.0,-66556000,-32285000.0,A,TPIA.JK,,,1068416000.0,
1,2018-12-31,181651000,81884000,139980000,0,403515000,-354029000.0,-25442000.0,9913000.0,-369551000.0,-22703000.0,-46159000.0,-149786000.0,-115822000,-80924000.0,A,TPIA.JK,,,1068416000.0,
1,2022-03-31,-11235000,25123000,-576459000,0,-562571000,-35107000.0,-125222000.0,4997000.0,-155332000.0,436963000.0,-15850000.0,421113000.0,-296790000,,Q,TPIA.JK,,,,
1,2021-12-31,-13282000,20475000,284571000,0,291764000,-37761000.0,-502118000.0,4358000.0,-535521000.0,151886000.0,-16106000.0,135779000.0,-107978000,,Q,TPIA.JK,,-1000.0,,
1,2021-09-30,1022000,26573000,33298000,0,60893000,-31405000.0,-112890000.0,1469000.0,-142826000.0,16524000.0,-12651000.0,1007004000.0,925071000,-65286000.0,Q,TPIA.JK,,-1000.0,1068417000.0,
1,2021-06-30,79999000,26310000,-117983000,0,-11674000,-7292000.0,-920000.0,816000.0,-7396000.0,68474000.0,-16129000.0,13832000.0,-5238000,-38513000.0,Q,TPIA.JK,,-1000.0,1068417000.0,
1,2021-12-31,10279683000000,8853341000000,4151830000000,0,23284854000000,-3047601000000.0,-114595000000.0,-276894000000.0,-3158997000000.0,-4147224000000.0,-259464000000.0,-7419838000000.0,12823167000000,-3013150000000.0,A,UNTR.JK,117148000000.0,,,
1,2020-12-31,6003200000000,10004552000000,2549336000000,0,18557088000000,-2878284000000.0,-500000000.0,-55621000000.0,-2594328000000.0,-4505899000000.0,311135000000.0,-7834254000000.0,8407913000000,-3639490000000.0,A,UNTR.JK,279407000000.0,,,
1,2019-12-31,11312071000000,8568354000000,-10444440000000,0,9435985000000,-9221304000000.0,-267298000000.0,-495305000000.0,-9757541000000.0,3859388000000.0,-81014000000.0,-830690000000.0,-1347514000000,-4609064000000.0,A,UNTR.JK,-195268000000.0,,,
1,2018-12-31,11125626000000,5228067000000,2856060000000,0,19209753000000,-10328426000000.0,-254573000000.0,-538648000000.0,-27980823000000.0,4955786000000.0,-195434000000.0,1120862000000.0,-7393314000000,-3639490000000.0,A,UNTR.JK,256894000000.0,,,
1,2022-06-30,6035796000000,1992591000000,1732814000000,0,9761201000000,-1866754000000.0,-700000000.0,-16983000000.0,-1695810000000.0,-1381657000000.0,-256249000000.0,-5012537000000.0,3410698000000,-3374631000000.0,Q,UNTR.JK,357844000000.0,,,
1,2022-03-31,4320807000000,1992591000000,1732814000000,0,9761201000000,-1866754000000.0,-700000000.0,-16983000000.0,-1695810000000.0,-1381657000000.0,-256249000000.0,-5012537000000.0,3410698000000,-3374631000000.0,Q,UNTR.JK,357844000000.0,,,
1,2021-12-31,2462448000000,2101236000000,961560000000,0,5525244000000,-987138000000.0,-114175000000.0,8326000000.0,-1050006000000.0,-1437677000000.0,-169393000000.0,-2856240000000.0,1693824000000,-1249170000000.0,Q,UNTR.JK,74826000000.0,,,
1,2021-09-30,3301529000000,2252967000000,818982000000,0,6373478000000,-784410000000.0,-114175000000.0,-137305000000.0,-856936000000.0,-991077000000.0,-20049000000.0,-1011126000000.0,4396768000000,-1249170000000.0,Q,UNTR.JK,-108648000000.0,,,
1,2021-12-31,5758148000000,1041927000000,1067035000000,0,7902091000000,-585163000000.0,,,-681255000000.0,-1397418000000.0,,-7739754000000.0,-518879000000,-6342336000000.0,A,UNVR.JK,39000000.0,,,
1,2020-12-31,7163536000000,1066753000000,97021000000,0,8363993000000,-649743000000.0,,,-690216000000.0,-87440000000.0,,-7458509000000.0,215427000000,-7371069000000.0,A,UNVR.JK,159000000.0,,,
1,2019-12-31,7392837000000,1097858000000,146887000000,0,8669069000000,-1448845000000.0,,,-1446367000000.0,2239227000000.0,,-6937190000000.0,276982000000,-9176417000000.0,A,UNVR.JK,-8530000000.0,,,
1,2018-12-31,9081187000000,1026655000000,-1969376000000,0,8161127000000,-998329000000.0,,,1942485000000.0,-3236590000000.0,,-10162791000000.0,-53117000000,-6926201000000.0,A,UNVR.JK,6062000000.0,,,
1,2022-06-30,1408728000000,258407000000,1277580000000,0,2956000000000,-99944000000.0,,,48991000000.0,-662992000000.0,,-662992000000.0,2342030000000,,Q,UNVR.JK,31000000.0,,,
1,2022-03-31,2021207000000,252664000000,-511980000000,0,1773175000000,-64228000000.0,,,-63627000000.0,-1482030000000.0,,-1482030000000.0,227540000000,,Q,UNVR.JK,22000000.0,,,
1,2021-12-31,1379354000000,268174000000,1006566000000,0,2665378000000,-271606000000.0,,,-266133000000.0,-101087000000.0,,-2615965000000.0,-216688000000,-2514878000000.0,Q,UNVR.JK,32000000.0,,,
1,2021-09-30,1332902000000,268881000000,521764000000,0,2134832000000,-111160000000.0,,,-111660000000.0,-2006314000000.0,,-2007466000000.0,15529000000,-1152000000.0,Q,UNVR.JK,-177000000.0,,,
1,2021-12-31,117666931000,436617356000,-4294328481000,0,-3740044194000,-752489188000.0,-597707074000.0,48548865000.0,-3711047918000.0,1361939145000.0,-1223000875000.0,-524061730000.0,-7967891516000,-63000000000.0,A,WIKA.JK,7262326000.0,-600000000000.0,,
1,2020-12-31,185766178000,579584006000,-451159119000,0,314191065000,-800718460000.0,-735958845000.0,-704224996000.0,-5232492679000.0,11163782758000.0,-1164909249000.0,9477948129000.0,4605026733000,-520007822000.0,A,WIKA.JK,40948505000.0,-917558000.0,,
1,2019-12-31,2285022038000,520154116000,-2539429877000,0,265746277000,-1058278555000.0,-653793941000.0,-721354054000.0,-4043689722000.0,1473836876000.0,-908198137000.0,167444735000.0,-3627032139000,-409051732000.0,A,WIKA.JK,-16533429000.0,-917558000.0,10857728000.0,
1,2018-12-31,1730256243000,291708824000,1913660544000,0,3935625611000,-1247565871000.0,-496861989000.0,-2588941037000.0,-6068317949000.0,4517216505000.0,-62734241000.0,4814068509000.0,2719988262000,-240413755000.0,A,WIKA.JK,38612091000.0,-917558000.0,600000000000.0,
1,2022-06-30,-14652587000,143720499000,-2367326989000,0,-2238288665000,-68465999000.0,-655500960000.0,-223203466000.0,-1427776543000.0,2891576424000.0,-282505618000.0,2609070806000.0,-1054575851000,,Q,WIKA.JK,2418551000.0,,,
1,2022-03-31,1328909000,153938940000,-2202681374000,0,-2047383937000,-67703222000.0,-1074110745000.0,-79921172000.0,-1518346074000.0,1211710778000.0,-288840743000.0,922870035000.0,-2644046869000,,Q,WIKA.JK,-1186893000.0,,,
1,2021-12-31,12723411000,116449433000,3427372290000,0,3556545134000,-216194675000.0,-182373589000.0,827991211000.0,-93663949000.0,-1424497551000.0,-440011017000.0,-2480258568000.0,954723803000,-15750000000.0,Q,WIKA.JK,-13774483000.0,-600000000000.0,,
1,2021-09-30,21525981000,82484001000,-801099049000,0,-697089067000,-217920544000.0,-943343396000.0,-861923561000.0,-3208788260000.0,2591236757000.0,-178822222000.0,2365164535000.0,-1537615908000,-47250000000.0,Q,WIKA.JK,-11027448000.0,-600000000000.0,,
1,2021-12-31,-1943362438396,467484226008,1457316421668,0,-18561790720,-387000000.0,,,-387000000.0,-131586157889.0,,-131586157889.0,-150534948609,,A,WSBP.JK,,,,
1,2020-12-31,-4287311376095,710582864700,4138205277894,0,561476766499,-162359229167.0,,,-162359229167.0,-422731949888.0,,-624252454997.0,-225134917665,-201520505109.0,A,WSBP.JK,,,,
1,2019-12-31,806148752926,313506998613,-1093390297043,0,26265454496,-925757937201.0,,,-925757937201.0,632017014634.0,-10787757186.0,69622035433.0,-829870447272,-551607222015.0,A,WSBP.JK,,,,
1,2018-12-31,1103472788182,388544141320,326086402084,0,1818103331586,-1272087863733.0,,,-1272087863733.0,475090780433.0,-10787757186.0,-275156832449.0,270858635404,-750247612882.0,A,WSBP.JK,,,,
1,2022-06-30,1704552593167,73926768875,-1718430361259,0,60049000783,,,,,-2020454846.0,,-2020454846.0,58155038770,,Q,WSBP.JK,126492833.0,,,
1,2022-03-31,-276819759925,70675198062,228572677909,0,22428116046,,,,,-2020454846.0,,-2020454846.0,22428116046,,Q,WSBP.JK,126492833.0,,,
1,2021-12-31,-1664313131969,177774544322,1853997467036,0,367458879389,90193614467.0,,,90193614467.0,-411552039253.0,,-411552039253.0,46100454603,,Q,WSBP.JK,126492833.0,,,
1,2021-09-30,-102039032151,71663094247,-241857903140,0,-272233841044,-87508859187.0,,,-87508859187.0,333308230014.0,,333308230014.0,-26434470217,,Q,WSBP.JK,126492833.0,,,
1,2021-12-31,-1096212049912,887205982247,401790304302,0,192784236637,-244769025510.0,-6504934520544.0,152273195203.0,-1542249686633.0,5464401139776.0,-30188205099.0,13334212929177.0,11952323879008,,A,WSKT.JK,-8637325860.0,,7899999994500.0,
1,2020-12-31,-7359679861100,1019735138664,6751006367138,0,411061644702,-905056615353.0,3918463184879.0,1324275009702.0,-1056077476416.0,-6019293579460.0,-1340869959051.0,-7407071040982.0,-8044872656527,-46907502471.0,A,WSKT.JK,17241152852.0,,7899999994500.0,
1,2019-12-31,938142364887,717909241157,7358197834018,0,9014249440062,-2742933949138.0,-1659684950790.0,-32298146709.0,-14924743305937.0,7782081216482.0,-2456427184926.0,4334944286473.0,-1587368188809,-990709745083.0,A,WSKT.JK,-11818609407.0,,7899999994500.0,
1,2018-12-31,3962838031865,647085215580,-598383168871,0,4011540078574,-2962349807081.0,-4119777610204.0,698558079882.0,-18768151650463.0,19973053792889.0,494371440036.0,19691082849457.0,4756715630454,-776342383468.0,A,WSKT.JK,11113410916.0,,7899999994500.0,
1,2022-06-30,594121512951,50488974464,77253708638,0,721864196053,-42976491870.0,88383765274.0,-2650672331882.0,-1985319667894.0,2928738203174.0,-929213539440.0,1999524663734.0,718239577381,,Q,WSKT.JK,-323036002.0,,,
1,2022-03-31,-830639170283,180743112206,505216051257,0,-144680006820,-116308905068.0,-82629947205.0,-599793479217.0,-1213288417904.0,-2923822347624.0,-42879679125.0,-1422331291329.0,-2781256950232,,Q,WSKT.JK,-957234179.0,,1544370735420.0,
1,2021-12-31,-1348926077734,232491381491,1782168695760,0,665733999517,-142231474699.0,-6408402671035.0,152273195203.0,-2838915165020.0,4561326137454.0,828334379160.0,13289660511114.0,11090880521079,,Q,WSKT.JK,-1812550219.0,,7899999994500.0,
1,2021-09-30,98582308497,207344033690,-1454688788418,0,-1148762446231,-52461270131.0,526918679834.0,-186607821460.0,-422172093800.0,1000123068751.0,-989807872648.0,10315196103.0,-1564050341144,,Q,WSKT.JK,-3430997216.0,,7899999994500.0,
